y,X,term,contrast,SUBJ,estimate,std.error,statistic,p.value,s.value,conf.low,conf.high,p_breusch_pagan,heteroscedasticity,n_cook,p_shapiro_wilk,nonnormality
parasubiculum_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.375311041615675,0.328736984778167,1.14167574381367,0.253588826892514,1.97943691306093,-0.269001608935823,1.01962369216717,0.874958152547797,,0,0.125953771777729,
parasubiculum_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.00435187494698,0.470884872771888,2.13290324880221,0.032932663792864,4.92433697922845,0.0814344834493504,1.9272692664446,0.874958152547797,,0,0.125953771777729,
HATA_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.244776185052383,0.334137278050391,-0.732561737740223,0.463825775004735,1.10834510147032,-0.899673215923395,0.41012084581863,0.988741827133742,,0,0.992993526012277,
HATA_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.734423445855221,0.314011901589386,2.33883952212608,0.0193437404359054,5.69198939875704,0.118971428023089,1.34987546368735,0.988741827133742,,0,0.992993526012277,
HATA_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.979199630907604,0.449792568295763,2.1770026895236,0.0294803667706326,5.08410171639733,0.0976223965341356,1.86077686528107,0.988741827133742,,0,0.992993526012277,
presubiculum_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.226245536251928,0.29992960747226,-0.754328784539397,0.450651822298478,1.14991487036382,-0.814096764794793,0.361605692290936,0.625681767447606,,0,0.439481312008649,
presubiculum_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,1.02305340106765,0.281864639849322,3.62959114564547,0.000283870485712188,11.7824795210829,0.470608858447624,1.57549794368767,0.625681767447606,,0,0.439481312008649,
presubiculum_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.24929893731958,0.403744640671908,3.0942799271354,0.0019729124254594,8.98545736618778,0.457973982651573,2.04062389198758,0.625681767447606,,0,0.439481312008649,
subiculum_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.0769653611906733,0.32327426000045,-0.238080697147265,0.811818505782943,0.300770867567968,-0.710571267920393,0.556640545539046,0.499578915180955,,0,0.691298746878033,
subiculum_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.605528985041869,0.303803233528203,1.9931617514718,0.0462437378877222,4.43459817398348,0.0100855889397793,1.20097238114396,0.499578915180955,,0,0.691298746878033,
subiculum_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.682494346232542,0.435169617791048,1.56834098321692,0.116801576237708,3.09786835136309,-0.170422431803972,1.53541112426906,0.499578915180955,,0,0.691298746878033,
CA1_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.157773592788553,0.302809712625508,-0.521032140681945,0.602344381639658,0.731339532110403,-0.751269723703472,0.435722538126366,0.967415911307399,,0,0.747336663732031,
CA1_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,1.02685131487794,0.284571279050612,3.60841515104309,0.000308073235497395,11.6644390288581,0.469101856904243,1.58460077285164,0.967415911307399,,0,0.747336663732031,
CA1_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.18462490766649,0.407621642614027,2.90618746362348,0.00365862185742584,8.09448397327815,0.385701168823944,1.98354864650904,0.967415911307399,,0,0.747336663732031,
CA3_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.270646612255322,0.342053868172723,-0.791239735720974,0.428804107911581,1.22160936811388,-0.941059874646471,0.399766650135826,0.84645795764433,,0,0.641710881440448,
CA3_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.645283481880506,0.321451737142609,2.00740393446445,0.0447066702347957,4.48336609221979,0.0152496543131557,1.27531730944786,0.84645795764433,,0,0.641710881440448,
CA3_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.915930094135828,0.460449401345866,1.98920900202849,0.0466781387060973,4.42110915514378,0.0134658507949021,1.81839433747675,0.84645795764433,,0,0.641710881440448,
CA4DG_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.259324652022827,0.270480082719133,-0.958756923673787,0.337681214463597,1.56626617184652,-0.789455872687742,0.270806568642087,0.170387700088065,,0,0.463453155230554,
CA4DG_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.731044751695341,0.25418888204817,2.87599027071846,0.00402762126086307,7.95585625940194,0.232843697610428,1.22924580578026,0.170387700088065,,0,0.463453155230554,
CA4DG_head_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.990369403718168,0.364101711531386,2.72003501316361,0.0065275004240514,7.25925363840098,0.27674316240726,1.70399564502908,0.170387700088065,,0,0.463453155230554,
presubiculum_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.642815957487742,0.3343069038145,-1.9228318355173,0.0545011725603496,4.19756892082454,-1.29804544874726,0.0124135337717737,0.113853308289289,,0,0.0552313919384748,
presubiculum_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.462659635477315,0.314171359162337,1.47263466889817,0.140849571316821,2.8277729220871,-0.153104913454864,1.07842418440949,0.113853308289289,,0,0.0552313919384748,
presubiculum_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.10547559296506,0.4500209846399,2.45649787609269,0.0140298631475996,6.15535525332171,0.2234506707836,1.98750051514651,0.113853308289289,,0,0.0552313919384748,
subiculum_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.49756729669109,0.332380001192601,-1.4969832568319,0.134397614720879,2.89542056139045,-1.14902012820997,0.153885534827789,0.667747218386084,,0,0.908649924384266,
subiculum_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.669191373379921,0.312360528076623,2.14236855565747,0.0321638361368167,4.95841670472835,0.0569759881578272,1.28140675860202,0.667747218386084,,0,0.908649924384266,
subiculum_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.16675867007101,0.447427137425314,2.60770653471096,0.00911510632679269,6.7775247994079,0.289817595011542,2.04369974513048,0.667747218386084,,0,0.908649924384266,
CA1_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,0.0233214879726512,0.328172068031887,0.0710648170409957,0.943346169282046,0.0841408170277111,-0.619883946101875,0.666526922047177,0.874238701542702,,0,0.0373997149233486,!
CA1_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.702492229380067,0.308406040920549,2.27781604823053,0.0227375397632092,5.45878002892338,0.0980274965612054,1.30695696219893,0.874238701542702,,0,0.0373997149233486,!
CA1_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.679170741407416,0.441762704656895,1.53741077335831,0.124192749823198,3.0093471411311,-0.186668249433103,1.54500973224793,0.874238701542702,,0,0.0373997149233486,!
CA3_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,0.064209066776467,0.355406800321469,0.180663585272958,0.856631643125346,0.223253124946702,-0.632375461714231,0.760793595267165,0.65244575097603,,0,0.438309800468845,
CA3_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.59246008222633,0.3340004132138,1.77383038699142,0.0760912101828116,3.71612638201274,-0.0621686984942139,1.24708886294687,0.65244575097603,,0,0.438309800468845,
CA3_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.528251015449863,0.478424231743262,1.10414770072378,0.269529072112415,1.89148720064676,-0.409443248098174,1.4659452789979,0.65244575097603,,0,0.438309800468845,
CA4DG_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.0249149652429409,0.283208165246005,-0.0879740357107954,0.929897312613451,0.104856684863311,-0.57999276925278,0.530162838766898,0.242156473586413,,0,0.014480291515172,!
CA4DG_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.867683805870941,0.266150348062595,3.26012651190249,0.00111362528509734,9.81052041129528,0.346038709195455,1.38932890254643,0.242156473586413,,0,0.014480291515172,!
CA4DG_body_right,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.892598771113882,0.381235382142637,2.34133244951519,0.0192150484873228,5.70161957286754,0.145391152481948,1.63980638974582,0.242156473586413,,0,0.014480291515172,!
Hippocampal_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.367622195424125,0.262890825313114,-1.39838351143016,0.161997931883796,2.62595269955547,-0.882878744903839,0.14763435405559,0.972511895939071,,0,0.757794072588497,
Hippocampal_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.784207090814516,0.247056734397595,3.17419839911132,0.00150250950244377,9.3784101695425,0.299984789257151,1.26842939237188,0.972511895939071,,0,0.757794072588497,
Hippocampal_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.15182928623864,0.353885581837502,3.25480704881483,0.00113469428413905,9.783480633989,0.458226291189134,1.84543228128815,0.972511895939071,,0,0.757794072588497,
Hippocampal_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.161994746662587,0.259012320281865,-0.625432591338897,0.531687177298834,0.911350421527459,-0.669649565967197,0.345660072642022,0.894282820327997,,0,0.97872892142771,
Hippocampal_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.991069579329317,0.243411833086494,4.07157518499583,4.66962848060606e-05,14.3863327019127,0.513991153068914,1.46814800558972,0.894282820327997,,0,0.97872892142771,
Hippocampal_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.1530643259919,0.348664597490227,3.30708748261781,0.000942714462595148,10.0508915182759,0.469694272226906,1.8364343797569,0.894282820327997,,0,0.97872892142771,
Hippocampal_tail_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.357086374553631,0.315399265941749,-1.1321724972549,0.257561920365882,1.9570087831128,-0.975257576549829,0.261084827442567,0.700781368943694,,0,0.287294492332382,
Hippocampal_tail_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.901318530434889,0.296402547958286,3.04085958991734,0.00235903813058975,8.7275855467256,0.320380211510742,1.48225684935903,0.700781368943694,,0,0.287294492332382,
Hippocampal_tail_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.25840490498852,0.424568831670948,2.96395969538296,0.00303708062572753,8.3630990762577,0.426265285955214,2.09054452402183,0.700781368943694,,0,0.287294492332382,
parasubiculum_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.379002715740426,0.348737219734655,-1.08678596459764,0.277131412004946,1.85135784969294,-1.06251510648898,0.30450967500813,0.396375011351952,,0,0.0541312915062007,
parasubiculum_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.183185464621051,0.3277325368723,0.558948056757724,0.576197170574248,0.795365518750085,-0.459158504210602,0.825529433452704,0.396375011351952,,0,0.0541312915062007,
parasubiculum_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.562188180361477,0.469446083157781,1.19755644051785,0.23108974258774,2.11347487076431,-0.357909235311169,1.48228559603412,0.396375011351952,,0,0.0541312915062007,
HATA_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.420373000454072,0.325824934146087,-1.29018057367455,0.196987969410164,2.34382057181631,-1.05897813664554,0.218232135737393,0.587103817240094,,0,0.596588554988342,
HATA_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.450402548728787,0.306200261478921,1.470941097677,0.141307046997815,2.82309468006272,-0.149738935826645,1.05054403328422,0.587103817240094,,0,0.596588554988342,
HATA_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.870775549182858,0.438603131890383,1.98533819270694,0.047106857496749,4.40791909689166,0.0111292071712362,1.73042189119448,0.587103817240094,,0,0.596588554988342,
presubiculum_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.140545589839854,0.283991159547092,-0.494894242708103,0.620674774881071,0.68809058098615,-0.697158034479923,0.416066854800214,0.528582827135452,,0,0.781511452184821,
presubiculum_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.93745065664787,0.266886176803261,3.5125485623743,0.000443830886886499,11.1377023091136,0.414363362141889,1.46053795115385,0.528582827135452,,0,0.781511452184821,
presubiculum_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.07799624648772,0.382289392960725,2.81984346502251,0.00480470812806889,7.70133549049492,0.328722804613023,1.82726968836242,0.528582827135452,,0,0.781511452184821,
subiculum_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.173373027900427,0.299724160014772,-0.578441951065549,0.562965777954888,0.828880869696199,-0.7608215868259,0.414075531025045,0.907071873494176,,0,0.260128664242592,
subiculum_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.815328963818234,0.281671576144623,2.89460858982664,0.00379631576896389,8.04118428719991,0.263262819106142,1.36739510853033,0.907071873494176,,0,0.260128664242592,
subiculum_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.988701991718661,0.403468085406849,2.4505085469689,0.0142654575826248,6.13133016584171,0.197919075409907,1.77948490802741,0.907071873494176,,0,0.260128664242592,
CA1_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.284442661033738,0.292468387801365,-0.972558652140285,0.330772701144936,1.59608792188956,-0.857670167740906,0.288784845673431,0.860643227100835,,0,0.241371740869718,
CA1_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.68583661409539,0.274852818908757,2.49528681138638,0.0125855356822285,6.31208956607303,0.147134987984918,1.22453824020586,0.860643227100835,,0,0.241371740869718,
CA1_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.970279275129128,0.393700856372033,2.46450892708308,0.0137201145761045,6.18756366032758,0.198639775957367,1.74191877430089,0.860643227100835,,0,0.241371740869718,
CA3_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.234815587044852,0.326594706853949,-0.718981606612075,0.472152252764301,1.08267594104441,-0.874929450020008,0.405298275930304,0.887997953407676,,0,0.973685825830069,
CA3_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.862961843633715,0.306923682114925,2.81164958561453,0.00492881667024599,7.66454296440478,0.261402480686041,1.46452120658139,0.887997953407676,,0,0.973685825830069,
CA3_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.09777743067857,0.439639366336571,2.49699529827398,0.0125250617380557,6.31903847505945,0.236100106472877,1.95945475488426,0.887997953407676,,0,0.973685825830069,
CA4DG_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.372880649265535,0.287216305878525,-1.29825724248135,0.194198953809859,2.36439266620746,-0.935814264560084,0.190052966029014,0.0922688681574689,,0,0.230092187002034,
CA4DG_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.504382791150466,0.269917074502397,1.86865833545475,0.0616703641440342,4.01927882477481,-0.0246449536866472,1.03341053598758,0.0922688681574689,,0,0.230092187002034,
CA4DG_head_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.877263440416001,0.386630864592239,2.26899484949606,0.0232686390822864,5.42546935576769,0.11948087050363,1.63504601032837,0.0922688681574689,,0,0.230092187002034,
presubiculum_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.283879403814088,0.28906334541458,-0.982066416642839,0.326067129023343,1.61675908521861,-0.850433150077327,0.28267434244915,0.696090542565939,,0,0.0422955145316605,!
presubiculum_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.646707051637166,0.271652854307072,2.38063779335865,0.0172826959951588,5.85452790309157,0.114277240897799,1.17913686237653,0.696090542565939,,0,0.0422955145316605,!
presubiculum_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.930586455451254,0.38911722686038,2.39153240004241,0.016778202997383,5.89726798326954,0.167930705040807,1.6932422058617,0.696090542565939,,0,0.0422955145316605,!
subiculum_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.419339567141808,0.281860237001785,-1.48775709409182,0.136814964611866,2.86970205625289,-0.97177548033923,0.133096346055614,0.697630479067815,,0,0.334180468056848,
subiculum_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.952901943853618,0.26488360453915,3.59743648728843,0.00032136893446549,11.6034819037372,0.433739618861734,1.4720642688455,0.697630479067815,,0,0.334180468056848,
subiculum_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.37224151099543,0.379420897198225,3.61667351779655,0.000298413302384862,11.7104005314331,0.628590217505031,2.11589280448582,0.697630479067815,,0,0.334180468056848,
CA1_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.202526402601368,0.349997067775413,-0.578651712394706,0.562824204204645,0.829243722007394,-0.888508050135801,0.483455244933064,0.319526691488632,,0,0.502570355583027,
CA1_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.51576055598811,0.328916500297701,1.5680592354634,0.116867308840537,3.09705667202807,-0.128903938516341,1.16042505049256,0.319526691488632,,0,0.502570355583027,
CA1_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.718286958589479,0.47114201914614,1.52456569229644,0.127367459993666,2.97293135184638,-0.205134430540436,1.64170834771939,0.319526691488632,,0,0.502570355583027,
CA3_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,0.0584754164206372,0.326831297796369,0.178916207887379,0.85800349608025,0.220944568645801,-0.582102156280732,0.699052989122006,0.966679534332563,,0,0.949280323494873,
CA3_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,1.07180622114748,0.307146028313815,3.48956562138059,0.000483806257734742,11.0132829497428,0.469811067657882,1.67380137463708,0.966679534332563,,0,0.949280323494873,
CA3_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,1.01333080472684,0.439957857828238,2.30324515563591,0.021265053488002,5.55537170599477,0.151029248668101,1.87563236078558,0.966679534332563,,0,0.949280323494873,
CA4DG_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),CON,-0.0128407539739165,0.304791893008134,-0.0421295784713466,0.966395400886745,0.0493145060497786,-0.610221887049645,0.584540379101812,0.279010613242313,,0,0.780746814905378,
CA4DG_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,AHI.F,mean(L) - mean(H),PD,0.940403823028071,0.286434064777458,3.28314240053364,0.00102656795484301,9.92795515320186,0.37900337211884,1.5018042739373,0.279010613242313,,0,0.780746814905378,
CA4DG_body_left,SUBJ * AHI.F * (AGE + BMI) + GENDER + SBTIV,PD - CON,NA,NA,0.953244577001987,0.410289916432904,2.32334390591311,0.0201606849314878,5.6323115365284,0.149091117573546,1.75739803643043,0.279010613242313,,0,0.780746814905378,
