y,X,coefficient,Estimate,Std. Error,2.5 %,97.5 %,t value,p value,s value,sig_PCER,sig_FDR,sig_FWER,p_breusch_pagan,heteroscedasticity,n_cook,p_shapiro_wilk,nonnormality
CA3_body_right,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.316460656453155,0.427834743902268,-0.535646084431331,1.16856739733764,0.739679656604621,0.461773115486463,1.11474391329418,,,,0.909784032728413,,0,0.323688656645716,
CA4DG_body_right,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.703350562421093,0.355828614121985,-0.00534354205348553,1.41204466689567,1.97665543047072,0.0517086848435244,4.27344957793068,,,,0.549036450866263,,0,0.303301560850242,
Hippocampal_head_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.955166645025775,0.325330727935529,0.307214345120822,1.60311894493073,2.93598656077474,0.00439685644801528,7.82931185357099,*,*,,0.887411520150913,,0,0.21540716692136,
Hippocampal_body_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,1.01323343945085,0.336626530683894,0.342783598608027,1.68368328029367,3.00996311072794,0.00354428071411718,8.14029141191291,*,*,,0.398301515207828,,0,0.993572236289585,
Hippocampal_tail_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,1.15611849361608,0.388697927387365,0.381959478213009,1.93027750901914,2.97433665619709,0.00393367256914078,7.98990740903252,*,*,,0.976153848243242,,0,0.336866200970069,
parasubiculum_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.582190337576141,0.416886809232195,-0.248111701693781,1.41249237684606,1.39651897033729,0.166623538678233,2.58533587224175,,,,0.693287402678909,,0,0.014577732859883,!
HATA_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.763443437749122,0.392519671155561,-0.018327240038139,1.54521411553638,1.94498134450581,0.0554765088995065,4.17197918711394,,,,0.52786954898825,,0,0.782746580139753,
presubiculum_head_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,1.04758932658916,0.367602495483287,0.315445505098072,1.77973314808025,2.84978839768728,0.00562760527588376,7.47326314416439,*,*,,0.277820645352723,,0,0.908656425955542,
subiculum_head_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.864546742328011,0.382830908548996,0.102072907645594,1.62702057701043,2.25829922041774,0.0267961002106078,5.22183313745749,*,,,0.818918695786337,,0,0.757316643785138,
CA1_head_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.80601265826812,0.364125199562714,0.0807944718176653,1.53123084471857,2.21355912536699,0.0298589102060664,5.06569467899065,*,,,0.949776324914366,,0,0.53432325617852,
CA3_head_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.696240457075135,0.401365920291729,-0.103149052814725,1.49562996696499,1.73467756447553,0.0868519507390595,3.52529793680956,,,,0.465524333890799,,0,0.657983203023015,
CA4DG_head_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.710076725794555,0.343869152243914,0.0252019539686202,1.39495149762049,2.06496198091907,0.042337466209759,4.56192125949391,*,,,0.119903983010998,,0,0.229401040752193,
presubiculum_body_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.953903422198794,0.362786533275431,0.231351420726176,1.67645542367141,2.62937935867256,0.010348159522135,6.5944819905912,*,*,,0.264629815866991,,0,0.0214803328507595,!
subiculum_body_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,1.17281168022885,0.352596530336923,0.470554828501052,1.87506853195664,3.32621446702316,0.00135801908478415,9.52428053016783,*,*,*,0.720886203938651,,0,0.131014477912265,
CA1_body_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.592529314177767,0.418364104232369,-0.240715013080367,1.4257736414359,1.41630055777602,0.160773214916492,2.63690102373083,,,,0.383695052765605,,0,0.360979609822078,
CA3_body_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.76065117281949,0.397455816609073,-0.030950690664754,1.55225303630373,1.91380058117918,0.0594110297522227,4.07312539525297,,,,0.752236403752686,,0,0.83044674467843,
CA4DG_body_left,SUBJ * AHI.F * AGE + GENDER + SBTIV,SUBJ1:AHI.F1,0.718898004333479,0.395397304934279,-0.0686039778314439,1.5063999864984,1.81816617200507,0.0729790746489693,3.77637333164223,,,,0.818499554507405,,0,0.460404006734275,
